,measSetComments,probeId,OrgBeamstyleIdx,bsIndexTrace,TxFrequencyHz,TxFocusLocCm,maxTxVoltageVolt,ceilTxVoltageVolt,profTxVoltageVolt,totalVoltagePt,numMeasVoltage,NumTxElements,TxpgWaveformStyle,ProbeNumTxCycles,ElevAperIndex,zStartDistCm,zMeasNum,IsTxChannelModulationEn,dumpSwVersion,DTxFreqIndex,VTxIndex,IsPresetCpaEn,TxPulseRle,SystemPulserSel,CpaDelayOffsetClk,groupIndex,zt_est,probeName,Mode,SubModeIndex,BeamStyleIndex,SysTxFreqIndex,isDuplicate
87,Beamstyle_BPXCC_Intensity,11712408,1,20,4000000,8.0,90,90,56.04,20,10,66,1,1.5,0,0.5,115.0,1,2024-09-30,0,1,0,,,0,11,1.9,BPXCC,B,1,1,17,1
88,Beamstyle_BPXCC_Intensity,11712408,1,20,4210500,0.5,90,90,56.04,20,10,7,1,1.5,0,0.5,45.0,0,2024-09-30,0,1,0,,,0,12,1.9,BPXCC,B,1,1,18,1
89,Beamstyle_BPXCC_Intensity,11712408,1,20,4210500,1.0,90,90,56.04,20,10,14,1,1.5,0,0.5,45.0,0,2024-09-30,0,1,0,,,0,12,2.0,BPXCC,B,1,1,18,1
90,Beamstyle_BPXCC_Intensity,11712408,1,20,4210500,1.5,90,90,56.04,20,10,21,1,1.5,0,0.5,45.0,0,2024-09-30,0,1,0,,,0,12,2.0,BPXCC,B,1,1,18,1
91,Beamstyle_BPXCC_Intensity,11712408,1,20,4210500,2.0,90,90,56.04,20,10,28,1,1.5,0,0.5,45.0,0,2024-09-30,0,1,0,,,0,12,2.0,BPXCC,B,1,1,18,1
92,Beamstyle_BPXCC_Intensity,11712408,1,20,4210500,3.0,90,90,56.04,20,10,39,1,1.5,0,0.5,45.0,0,2024-09-30,0,1,0,,,0,12,2.0,BPXCC,B,1,1,18,1
93,Beamstyle_BPXCC_Intensity,11712408,1,20,4210500,4.0,90,90,56.04,20,10,42,1,1.5,0,0.5,75.0,0,2024-09-30,0,1,0,,,0,12,2.0,BPXCC,B,1,1,18,1
94,Beamstyle_BPXCC_Intensity,11712408,1,20,4210500,6.0,90,90,56.04,20,10,44,1,1.5,0,0.5,75.0,0,2024-09-30,0,1,0,,,0,12,2.0,BPXCC,B,1,1,18,1
95,Beamstyle_BPXCC_Intensity,11712408,1,20,4210500,8.0,90,90,56.04,20,10,46,1,1.5,0,0.5,115.0,0,2024-09-30,0,1,0,,,0,12,2.0,BPXCC,B,1,1,18,1
96,Beamstyle_BPXCC_Intensity,11712408,1,20,4210500,0.5,90,90,56.04,20,10,10,1,1.5,0,0.5,45.0,1,2024-09-30,0,1,0,,,0,13,2.1,BPXCC,B,1,1,18,1
97,Beamstyle_BPXCC_Intensity,11712408,1,20,4210500,1.0,90,90,56.04,20,10,21,1,1.5,0,0.5,45.0,1,2024-09-30,0,1,0,,,0,13,2.2,BPXCC,B,1,1,18,1
